anime_id,title,title_english,type,source,episodes,status,aired,duration,rating,score,scored_by,members,favorites,genre,studio,premiered
11013,Inu x Boku SS,Inu X Boku Secret Service,TV,Manga,12,Finished Airing,"{'from': '2012-01-13', 'to': '2012-03-30'}",24 min. per ep.,PG-13 - Teens 13 or older,7.63,139250,283882,2809,"Comedy, Supernatural, Romance, Shounen",David Production,Winter 2012
2104,Seto no Hanayome,My Bride is a Mermaid,TV,Manga,26,Finished Airing,"{'from': '2007-04-02', 'to': '2007-10-01'}",24 min. per ep.,PG-13 - Teens 13 or older,7.89,91206,204003,2579,"Comedy, Parody, Romance, School, Shounen",Gonzo,Spring 2007
5262,Shugo Chara!! Doki,Shugo Chara!! Doki,TV,Manga,51,Finished Airing,"{'from': '2008-10-04', 'to': '2009-09-25'}",24 min. per ep.,PG - Children,7.55,37129,70127,802,"Comedy, Magic, School, Shoujo",Satelight,Fall 2008
721,Princess Tutu,Princess Tutu,TV,Original,38,Finished Airing,"{'from': '2002-08-16', 'to': '2003-05-23'}",16 min. per ep.,PG-13 - Teens 13 or older,8.21,36501,93312,3344,"Comedy, Drama, Magic, Romance, Fantasy",Hal Film Maker,Summer 2002
12365,Bakuman. 3rd Season,Bakuman.,TV,Manga,25,Finished Airing,"{'from': '2012-10-06', 'to': '2013-03-30'}",24 min. per ep.,PG-13 - Teens 13 or older,8.67,107767,182765,2082,"Comedy, Drama, Romance, Shounen",J.C.Staff,Fall 2012
6586,Yume-iro Pâtissière,Yume-iro Pâtissière,TV,Manga,50,Finished Airing,"{'from': '2009-10-04', 'to': '2010-09-26'}",24 min. per ep.,G - All Ages,8.03,21618,45625,826,"Kids, School, Shoujo","Studio Pierrot, Studio Hibari",Fall 2009
178,Ultra Maniac,Ultramaniac - Magical Girl,TV,Manga,26,Finished Airing,"{'from': '2003-05-20', 'to': '2003-11-11'}",24 min. per ep.,G - All Ages,7.26,9663,22778,122,"Magic, Comedy, Romance, School, Shoujo",Production Reed,Spring 2003
2787,Shakugan no Shana II (Second),Shakugan no Shana: Season II,TV,Light novel,24,Finished Airing,"{'from': '2007-10-05', 'to': '2008-03-28'}",24 min. per ep.,PG-13 - Teens 13 or older,7.72,126085,220591,1075,"Action, Drama, Fantasy, Romance, School, Supernatural",J.C.Staff,Fall 2007
4477,Nodame Cantabile: Paris-hen,Nodame Cantabile: Paris-hen,TV,Manga,11,Finished Airing,"{'from': '2008-10-10', 'to': '2008-12-19'}",23 min. per ep.,PG-13 - Teens 13 or older,8.24,53908,85660,282,"Music, Slice of Life, Comedy, Romance, Josei",J.C.Staff,Fall 2008
853,Ouran Koukou Host Club,Ouran High School Host Club,TV,Manga,26,Finished Airing,"{'from': '2006-04-05', 'to': '2006-09-27'}",23 min. per ep.,PG-13 - Teens 13 or older,8.34,335137,538843,24072,"Comedy, Harem, Romance, School, Shoujo",Bones,Spring 2006
4814,Junjou Romantica 2,Junjo Romantica 2,TV,Manga,12,Finished Airing,"{'from': '2008-10-12', 'to': '2008-12-28'}",24 min. per ep.,PG-13 - Teens 13 or older,8.15,66565,108186,1123,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,Fall 2008
7054,Kaichou wa Maid-sama!,Maid Sama!,TV,Manga,26,Finished Airing,"{'from': '2010-04-02', 'to': '2010-09-24'}",24 min. per ep.,PG-13 - Teens 13 or older,8.2,315130,531292,14436,"Comedy, Romance, School, Shoujo",J.C.Staff,Spring 2010
11123,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love 2,TV,Manga,12,Finished Airing,"{'from': '2011-10-08', 'to': '2011-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,8.23,53285,89543,726,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,Fall 2011
14227,Tonari no Kaibutsu-kun,My Little Monster,TV,Manga,13,Finished Airing,"{'from': '2012-10-02', 'to': '2012-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.71,281448,482105,4064,"Slice of Life, Comedy, Romance, School, Shoujo",Brain&#039;s Base,Fall 2012
269,Bleach,Bleach,TV,Manga,366,Finished Airing,"{'from': '2004-10-05', 'to': '2012-03-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.9,433097,819284,40718,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Studio Pierrot,Fall 2004
59,Chobits,Chobits,TV,Manga,26,Finished Airing,"{'from': '2002-04-03', 'to': '2002-09-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,175388,317641,3271,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",Madhouse,Spring 2002
6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,TV,Manga,25,Finished Airing,"{'from': '2009-10-07', 'to': '2010-03-31'}",22 min. per ep.,PG-13 - Teens 13 or older,8.13,212710,417136,8041,"Slice of Life, Drama, Romance, School, Shoujo",Production I.G,Fall 2009
1735,Naruto: Shippuuden,Naruto: Shippuden,TV,Manga,500,Finished Airing,"{'from': '2007-02-15', 'to': '2017-03-23'}",23 min. per ep.,PG-13 - Teens 13 or older,8.18,385179,794112,42846,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",Studio Pierrot,Winter 2007
210,Ranma ½,Ranma ½,TV,Manga,161,Finished Airing,"{'from': '1989-04-15', 'to': '1992-09-25'}",24 min. per ep.,R+ - Mild Nudity,7.85,59911,134537,2742,"Slice of Life, Comedy, Martial Arts, Fantasy",Studio Deen,Spring 1989
4224,Toradora!,Toradora!,TV,Light novel,25,Finished Airing,"{'from': '2008-10-02', 'to': '2009-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,8.39,557898,910373,35322,"Slice of Life, Comedy, Romance, School",J.C.Staff,Fall 2008
10030,Bakuman. 2nd Season,Bakuman.,TV,Manga,25,Finished Airing,"{'from': '2011-10-01', 'to': '2012-03-24'}",24 min. per ep.,PG-13 - Teens 13 or older,8.49,122090,201720,1023,"Comedy, Drama, Romance, Shounen",J.C.Staff,Fall 2011
74,Gakuen Alice,Gakuen Alice,TV,Manga,26,Finished Airing,"{'from': '2004-10-30', 'to': '2005-05-14'}",25 min. per ep.,G - All Ages,7.77,33244,62951,1403,"Comedy, School, Shoujo, Super Power",Group TAC,Fall 2004
4722,Skip Beat!,Skip Beat!,TV,Manga,25,Finished Airing,"{'from': '2008-10-06', 'to': '2009-03-30'}",24 min. per ep.,PG-13 - Teens 13 or older,8.24,90699,164738,4668,"Comedy, Drama, Romance, Shoujo",Hal Film Maker,Fall 2008
14397,Chihayafuru 2,Chihayafuru 2,TV,Manga,25,Finished Airing,"{'from': '2013-01-12', 'to': '2013-06-29'}",22 min. per ep.,PG-13 - Teens 13 or older,8.47,62720,114340,1116,"Drama, Game, Josei, School, Slice of Life, Sports",Madhouse,Winter 2013
1557,Shounen Onmyouji,Shonen Onmyoji,TV,Light novel,26,Finished Airing,"{'from': '2006-10-03', 'to': '2007-03-13'}",23 min. per ep.,PG-13 - Teens 13 or older,7.68,14619,39422,274,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",Studio Deen,Fall 2006
10800,Chihayafuru,Chihayafuru,TV,Manga,25,Finished Airing,"{'from': '2011-10-05', 'to': '2012-03-28'}",22 min. per ep.,PG-13 - Teens 13 or older,8.29,89081,213902,4524,"Drama, Game, Josei, School, Slice of Life, Sports",Madhouse,Fall 2011
3731,Itazura na Kiss,ItaKiss,TV,Manga,25,Finished Airing,"{'from': '2008-04-05', 'to': '2008-09-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.7,91187,170224,2632,"Comedy, Romance, Shoujo",TMS Entertainment,Spring 2008
9513,Beelzebub,Beelzebub,TV,Manga,60,Finished Airing,"{'from': '2011-01-09', 'to': '2012-03-25'}",24 min. per ep.,PG-13 - Teens 13 or older,8.02,136105,302082,3785,"Action, Comedy, Demons, Supernatural, School, Shounen",Pierrot Plus,Winter 2011
5835,Hanasakeru Seishounen,Hanasakeru Seishounen,TV,Manga,39,Finished Airing,"{'from': '2009-04-05', 'to': '2010-02-14'}",24 min. per ep.,PG-13 - Teens 13 or older,7.87,16772,44633,500,"Drama, Romance, Shoujo",Studio Pierrot,Spring 2009
9863,SKET Dance,SKET Dance,TV,Manga,77,Finished Airing,"{'from': '2011-04-07', 'to': '2012-09-27'}",24 min. per ep.,PG-13 - Teens 13 or older,8.33,44132,130264,2474,"Comedy, School, Shounen",Tatsunoko Production,Spring 2011
7817,B-gata H-kei,Yamada&#039;s First Time: B Gata H Kei,TV,4-koma manga,12,Finished Airing,"{'from': '2010-04-02', 'to': '2010-06-18'}",24 min. per ep.,R+ - Mild Nudity,7.1,142827,244791,1641,"Comedy, Romance, Ecchi, School, Seinen","Hal Film Maker, TYO Animations",Spring 2010
966,Crayon Shin-chan,Shin Chan,TV,Manga,0,Currently Airing,"{'from': '1992-04-13', 'to': None}",21 min.,PG - Children,7.73,17683,34788,600,"Slice of Life, Comedy, Ecchi, School, Seinen",Shin-Ei Animation,Spring 1992
120,Fruits Basket,Fruits Basket,TV,Manga,26,Finished Airing,"{'from': '2001-07-05', 'to': '2001-12-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.77,167968,292572,7579,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",Studio Deen,Summer 2001
957,Saiunkoku Monogatari,The Story of Saiunkoku,TV,Light novel,39,Finished Airing,"{'from': '2006-04-08', 'to': '2007-02-24'}",25 min. per ep.,PG-13 - Teens 13 or older,8.04,23467,61739,1059,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",Madhouse,Spring 2006
21,One Piece,One Piece,TV,Manga,0,Currently Airing,"{'from': '1999-10-20', 'to': None}",24 min.,PG-13 - Teens 13 or older,8.54,423868,720133,69760,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",Toei Animation,Fall 1999
1974,Glass no Kamen (2005),Glass Mask,TV,Manga,51,Finished Airing,"{'from': '2005-04-06', 'to': '2006-03-29'}",25 min. per ep.,G - All Ages,8.18,7348,22123,365,"Drama, Shoujo",Tokyo Movie Shinsha,Spring 2005
857,Air Gear,Air Gear,TV,Manga,25,Finished Airing,"{'from': '2006-04-05', 'to': '2006-09-27'}",24 min. per ep.,R+ - Mild Nudity,7.64,126326,235764,3254,"Action, Comedy, Ecchi, Shounen, Sports",Toei Animation,Spring 2006
1914,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,TV,Light novel,39,Finished Airing,"{'from': '2007-04-07', 'to': '2008-03-08'}",25 min. per ep.,PG-13 - Teens 13 or older,8.16,11924,27481,201,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",Madhouse,Spring 2007
249,InuYasha,InuYasha,TV,Manga,167,Finished Airing,"{'from': '2000-10-16', 'to': '2004-09-13'}",24 min. per ep.,PG-13 - Teens 13 or older,7.9,181978,371313,12282,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",Sunrise,Fall 2000
6645,Chu-Bra!!,Chu-Bra,TV,Manga,12,Finished Airing,"{'from': '2010-01-04', 'to': '2010-03-22'}",24 min. per ep.,PG-13 - Teens 13 or older,6.3,16688,37256,48,"Ecchi, Comedy, School, Seinen",Zexcs,Winter 2010
5690,Nodame Cantabile Finale,Nodame Cantabile Finale,TV,Manga,11,Finished Airing,"{'from': '2010-01-15', 'to': '2010-03-26'}",22 min. per ep.,PG-13 - Teens 13 or older,8.34,47983,84808,381,"Comedy, Josei, Music, Romance",J.C.Staff,Winter 2010
1571,Ghost Hunt,Ghost Hunt,TV,Novel,25,Finished Airing,"{'from': '2006-10-04', 'to': '2007-03-28'}",25 min. per ep.,PG-13 - Teens 13 or older,7.92,69224,152490,2579,"Comedy, Horror, Mystery, Shoujo, Supernatural",J.C.Staff,Fall 2006
11759,Accel World,Accel World,TV,Light novel,24,Finished Airing,"{'from': '2012-04-07', 'to': '2012-09-22'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,236083,433343,3680,"Action, Game, Sci-Fi, Romance, School",Sunrise,Spring 2012
7674,Bakuman.,Bakuman.,TV,Manga,25,Finished Airing,"{'from': '2010-10-02', 'to': '2011-04-02'}",24 min. per ep.,PG-13 - Teens 13 or older,8.32,167429,332666,6846,"Comedy, Drama, Romance, Shounen",J.C.Staff,Fall 2010
1698,Nodame Cantabile,Nodame Cantabile,TV,Manga,23,Finished Airing,"{'from': '2007-01-12', 'to': '2007-06-15'}",22 min. per ep.,PG-13 - Teens 13 or older,8.41,87363,198927,4443,"Music, Slice of Life, Comedy, Drama, Romance, Josei",J.C.Staff,Winter 2007
14713,Kamisama Hajimemashita,Kamisama Kiss,TV,Manga,13,Finished Airing,"{'from': '2012-10-02', 'to': '2012-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,8.14,138954,266342,6387,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",TMS Entertainment,Fall 2012
232,Cardcaptor Sakura,Cardcaptor Sakura,TV,Manga,70,Finished Airing,"{'from': '1998-04-07', 'to': '2000-03-21'}",25 min. per ep.,PG - Children,8.21,121898,237669,9453,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",Madhouse,Spring 1998
233,Daa! Daa! Daa!,Daa! Daa! Daa!,TV,Manga,78,Finished Airing,"{'from': '2000-03-28', 'to': '2002-02-26'}",25 min. per ep.,G - All Ages,7.78,6598,15211,216,"Comedy, Sci-Fi, Shoujo",J.C.Staff,Spring 2000
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,TV,Manga,12,Finished Airing,"{'from': '2011-01-12', 'to': '2011-03-30'}",23 min. per ep.,PG-13 - Teens 13 or older,8.12,133548,224494,1117,"Slice of Life, Drama, Romance, School, Shoujo",Production I.G,Winter 2011
9926,Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love,TV,Manga,12,Finished Airing,"{'from': '2011-04-09', 'to': '2011-06-25'}",23 min. per ep.,PG-13 - Teens 13 or older,8.07,69250,121752,2908,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,Spring 2011
2564,Code-E,Code-E,TV,Original,12,Finished Airing,"{'from': '2007-07-04', 'to': '2007-09-19'}",24 min. per ep.,G - All Ages,6.49,5866,13818,18,"Comedy, Romance, School, Sci-Fi, Slice of Life",Studio Deen,Summer 2007
3092,Junjou Romantica,Junjo Romantica,TV,Manga,12,Finished Airing,"{'from': '2008-04-11', 'to': '2008-06-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.99,86423,146369,4707,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,Spring 2008
1579,Kiniro no Corda: Primo Passo,La corda d&#039;oro: primo passo,TV,Visual novel,25,Finished Airing,"{'from': '2006-10-02', 'to': '2007-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.63,36820,72255,1126,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",Yumeta Company,Fall 2006
32370,D.Gray-man Hallow,D.Gray-man HALLOW,TV,Manga,13,Finished Airing,"{'from': '2016-07-05', 'to': '2016-09-27'}",24 min. per ep.,R - 17+ (violence & profanity),7.92,40618,108764,825,"Action, Adventure, Super Power, Demons, Shounen",TMS Entertainment,Summer 2016
11547,Sengoku☆Paradise Kiwami,Sengoku☆Paradise Kiwami,TV,Unknown,26,Finished Airing,"{'from': '2011-10-04', 'to': '2012-03-27'}",3 min. per ep.,PG-13 - Teens 13 or older,6.2,609,3989,2,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo","Milky Cartoon, LMD",Fall 2011
7518,Boku wa Kuma,Boku wa Kuma,Music,Original,1,Finished Airing,"{'from': '2006-10-02', 'to': '2006-10-02'}",2 min.,G - All Ages,5.79,690,1111,1,"Kids, Music, Slice of Life",,
16642,Ane Koi: Suki Kirai Daisuki.,Ane Koi: Suki Kirai Daisuki.,OVA,Manga,2,Finished Airing,"{'from': '2013-02-15', 'to': '2013-05-17'}",26 min. per ep.,Rx - Hentai,7.03,2355,5600,37,Hentai,,
7605,Parasol Henbei,Parasol Henbei,TV,Unknown,200,Finished Airing,"{'from': '1989-10-02', 'to': '1991-01-28'}",10 min. per ep.,PG - Children,6.39,94,309,2,"Adventure, Comedy, Fantasy, Kids, Magic",,Fall 1989
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,Unknown,1,Finished Airing,"{'from': '1985-02-25', 'to': '1985-02-25'}",57 min.,G - All Ages,6.29,102,285,0,"Sci-Fi, Adventure, Space, Mecha",Sunrise,
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,Original,1,Finished Airing,"{'from': '2017-01-12', 'to': '2017-01-12'}",25 min.,R - 17+ (violence & profanity),7.4,15423,31844,276,"Action, Mystery, Horror, Psychological",Lerche,
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,OVA,Unknown,1,Finished Airing,"{'from': '1985-10-21', 'to': '1985-10-21'}",44 min.,PG-13 - Teens 13 or older,6.0,28,165,0,"Police, Comedy, Romance, Drama",,
153,Juuni Kokuki,The Twelve Kingdoms,TV,Novel,45,Finished Airing,"{'from': '2002-04-09', 'to': '2003-08-30'}",25 min. per ep.,PG-13 - Teens 13 or older,8.13,28791,82925,1907,"Action, Adventure, Fantasy, Magic, Supernatural",Studio Pierrot,Spring 2002
27417,Diabolik Lovers OVA,Diabolik Lovers OVA,OVA,Visual novel,1,Finished Airing,"{'from': '2015-02-26', 'to': '2015-02-26'}",11 min.,PG-13 - Teens 13 or older,6.04,9290,19268,64,"Harem, School, Vampire, Shoujo","Production I.G, Zexcs",
5588,Ko Ko Ro,Ko Ko Ro,OVA,Unknown,2,Finished Airing,"{'from': '2001-12-21', 'to': '2002-06-21'}",30 min. per ep.,Rx - Hentai,5.34,100,423,0,Hentai,,
23903,Tuzki: Love Assassin,Tuzki: Love Assassin,ONA,Unknown,1,Finished Airing,"{'from': '2014-02-12', 'to': '2014-02-12'}",2 min.,R - 17+ (violence & profanity),5.87,237,482,1,"Comedy, Romance",Studio 4°C,
13247,Lupin III: Lupin Ikka Seizoroi,Lupin III: Lupin Ikka Seizoroi,Special,Unknown,1,Finished Airing,"{'from': '2012-03-28', 'to': '2012-03-28'}",10 min.,PG-13 - Teens 13 or older,6.87,676,1926,0,"Adventure, Comedy, Seinen",,
33398,Neko Konogoro,Neko Konogoro,TV,Manga,0,Currently Airing,"{'from': '2016-06-08', 'to': None}",1 min.,,3.44,18,361,0,Comedy,Kachidoki Studio,Summer 2016
1051,Ao no 6-gou,Blue Submarine No. 6,OVA,Manga,4,Finished Airing,"{'from': '1998-10-25', 'to': '2000-03-25'}",32 min. per ep.,PG-13 - Teens 13 or older,7.14,16149,34469,184,"Action, Adventure, Mecha, Military, Sci-Fi",Gonzo,
12447,Ben-To Picture Drama,Ben-To Picture Drama,Special,Light novel,6,Finished Airing,"{'from': '2011-12-21', 'to': '2012-05-16'}",9 min. per ep.,PG-13 - Teens 13 or older,6.15,2806,8265,3,Comedy,David Production,
3294,Gasshin Sentai Mechander Robo,Combining Squadron Mechander Robo,TV,Unknown,35,Finished Airing,"{'from': '1977-03-03', 'to': '1977-12-29'}",23 min. per ep.,PG-13 - Teens 13 or older,6.17,79,412,0,"Space, Mecha, Military, Mystery, Sci-Fi",,Spring 1977
1381,Seikai no Monshou Special,Seikai no Monshou Special,Special,Light novel,1,Finished Airing,"{'from': '2000-04-07', 'to': '2000-04-07'}",1 hr. 30 min.,PG-13 - Teens 13 or older,7.35,1050,2758,3,"Action, Military, Romance, Sci-Fi, Space",Sunrise,
8022,Tegamibachi Gakuen,Letter Bee Academy,Special,Original,25,Finished Airing,"{'from': '2010-01-27', 'to': '2010-07-23'}",3 min. per ep.,PG-13 - Teens 13 or older,7.42,1911,7644,7,Comedy,Studio Pierrot,
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,ONA,Original,1,Finished Airing,"{'from': '2016-02-10', 'to': '2016-02-10'}",4 min.,G - All Ages,4.32,22,102,0,Comedy,DLE,
33775,Soul Buster,Soul Buster,TV,Manga,12,Finished Airing,"{'from': '2016-10-04', 'to': '2016-12-11'}",13 min. per ep.,PG-13 - Teens 13 or older,5.91,4687,16223,13,"Action, Samurai",Studio Pierrot,Fall 2016
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Special,Unknown,1,Finished Airing,"{'from': '2001-09-06', 'to': '2001-09-06'}",10 min.,PG-13 - Teens 13 or older,5.86,315,1143,0,"Mecha, Military",Sunrise,
35277,Nanumu no Ie,Nanumu no Ie,Movie,Other,1,Finished Airing,"{'from': None, 'to': None}",1 hr. 36 min.,PG - Children,4.86,7,49,0,"Drama, Historical",,
14353,Death Billiards,Death Billiards,Movie,Original,1,Finished Airing,"{'from': '2013-03-02', 'to': '2013-03-02'}",25 min.,R - 17+ (violence & profanity),8.01,81162,132203,226,"Game, Mystery, Psychological, Drama, Thriller",Madhouse,
32747,Fake Style II,Fake Style II,Music,Music,1,Finished Airing,"{'from': '2014-08-01', 'to': '2014-08-01'}",3 min.,PG - Children,5.85,103,174,0,Music,,
5235,Live On Cardliver Kakeru,Live On Cardliver Kakeru,TV,Manga,51,Finished Airing,"{'from': '2008-10-05', 'to': '2009-09-27'}",23 min. per ep.,PG - Children,6.86,97,673,3,"Game, Fantasy",TMS Entertainment,Fall 2008
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Spooky Kitarou: The Strongest Ghost Army! Landing in Japan!!,Movie,Unknown,1,Finished Airing,"{'from': '1986-07-12', 'to': '1986-07-12'}",49 min.,G - All Ages,6.17,60,342,0,"Adventure, Comedy, Fantasy, Horror, Supernatural",Toei Animation,
5117,Kokudo Oh,Legend of the Black Eye,OVA,Visual novel,5,Finished Airing,"{'from': '2000-11-28', 'to': '2002-06-18'}",30 min. per ep.,Rx - Hentai,6.08,275,994,0,"Fantasy, Hentai",,
26443,Triage X,Triage X,TV,Manga,10,Finished Airing,"{'from': '2015-04-09', 'to': '2015-06-11'}",23 min. per ep.,R+ - Mild Nudity,6.41,34990,81824,158,"Action, Adventure, Ecchi, Shounen",Xebec,Spring 2015
16251,Shinkai no Kantai: Submarine 707,Shinkai no Kantai: Submarine 707,OVA,Manga,1,Finished Airing,"{'from': '1997-01-10', 'to': '1997-01-10'}",46 min.,,5.73,120,412,0,"Action, Adventure, Military, Sci-Fi","J.C.Staff, Toei Animation",
6777,Densha Kamo Shirenai,The Evening Traveling,Music,Music,1,Finished Airing,"{'from': None, 'to': None}",4 min.,G - All Ages,5.62,395,632,2,Music,,
35594,Ylion to Callysia,Ylion to Callysia,Movie,Original,1,Finished Airing,"{'from': '2017-06-04', 'to': '2017-06-04'}",8 min.,,5.86,7,313,0,"Action, Fantasy",,
36847,Nanatsu no Bitoku,The Seven Heavenly Virtues,TV,Other,10,Finished Airing,"{'from': '2018-01-27', 'to': '2018-03-31'}",5 min. per ep.,R+ - Mild Nudity,5.2,4722,22001,47,"Ecchi, Fantasy",Bridge,Winter 2018
32561,Hai to Gensou no Grimgar Special,Grimgar: Ashes and Illusions Special,Special,Light novel,1,Finished Airing,"{'from': '2016-03-16', 'to': '2016-03-16'}",11 min.,PG-13 - Teens 13 or older,6.65,16293,29209,29,Comedy,A-1 Pictures,
24275,Medamayaki no Kimi Itsu Tsubusu?,Medamayaki no Kimi Itsu Tsubusu?,Special,Manga,4,Finished Airing,"{'from': '2014-08-05', 'to': '2014-08-08'}",18 min. per ep.,G - All Ages,5.92,161,811,0,"Comedy, Seinen",Fanworks,
29363,Watashi no Ashinaga Ojisan Specials,Watashi no Ashinaga Ojisan Specials,Special,Unknown,2,Finished Airing,"{'from': None, 'to': None}",45 min. per ep.,G - All Ages,6.41,37,199,0,"Comedy, Romance, School, Shoujo, Slice of Life",Nippon Animation,
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Movie,Original,1,Finished Airing,"{'from': '2005-03-12', 'to': '2005-03-12'}",45 min.,PG - Children,5.96,333,896,2,"Adventure, Kids",,
1811,Bounty Dog: Getsumen no Ibu,Bounty Dog: Getsumen no Ibu,OVA,Original,2,Finished Airing,"{'from': '1994-10-01', 'to': '1994-11-01'}",29 min. per ep.,R - 17+ (violence & profanity),5.63,953,2147,3,"Action, Sci-Fi, Space",Animate Film,
5036,Hurricane Live! 2033,Hurricane Live! 2033,Special,Unknown,7,Finished Airing,"{'from': '1990-06-27', 'to': '1990-06-27'}",4 min. per ep.,PG-13 - Teens 13 or older,6.73,368,1199,2,Music,,
9690,Densetsu no Yuusha no Densetsu: Iris Report,The Legend of the Legendary Heroes: Iris Report,Special,Unknown,1,Finished Airing,"{'from': '2010-10-14', 'to': '2010-10-14'}",23 min.,R - 17+ (violence & profanity),6.6,7177,14153,19,"Action, Adventure, Fantasy, Magic, Shounen",Zexcs,
9721,Aisai Nikki,Aisai Nikki,OVA,Visual novel,1,Finished Airing,"{'from': '2010-12-22', 'to': '2010-12-22'}",22 min.,Rx - Hentai,6.54,2749,6450,39,Hentai,G-Lam,
812,Chikyuu Shoujo Arjuna,Arjuna,TV,Original,13,Finished Airing,"{'from': '2001-01-09', 'to': '2001-03-27'}",26 min. per ep.,PG-13 - Teens 13 or older,6.95,8111,21106,159,"Adventure, Drama, Magic, Sci-Fi",Satelight,Winter 2001
19849,Peeping Life 5.0ch,Peeping Life 5.0ch,OVA,Original,10,Finished Airing,"{'from': '2012-02-03', 'to': '2012-02-03'}",5 min. per ep.,G - All Ages,5.51,59,290,0,"Comedy, Slice of Life",,
7791,K-On!!,K-ON! Season 2,TV,4-koma manga,26,Finished Airing,"{'from': '2010-04-07', 'to': '2010-09-29'}",24 min. per ep.,PG-13 - Teens 13 or older,8.14,178001,322621,7149,"Comedy, Music, School, Slice of Life",Kyoto Animation,Spring 2010
747,Haru wo Daite Ita,Embracing Love,OVA,Manga,2,Finished Airing,"{'from': '2005-03-31', 'to': '2005-05-27'}",30 min. per ep.,R+ - Mild Nudity,6.93,10761,17989,92,"Drama, Romance, Yaoi",Trinet Entertainment,
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Pokemon 4D: Pikachu&#039;s Ocean Adventure,Movie,Game,1,Finished Airing,"{'from': '2006-05-20', 'to': '2006-05-20'}",14 min.,PG - Children,7.13,2588,6463,13,"Adventure, Comedy, Fantasy, Kids",OLM,
8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,TV,Manga,12,Finished Airing,"{'from': '2010-10-08', 'to': '2010-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.47,14763,38419,143,"Comedy, Slice of Life",Shaft,Fall 2010
20229,Makkuro na Obentou,Makkuro na Obentou,Movie,Unknown,1,Finished Airing,"{'from': '1990-06-12', 'to': '1990-06-12'}",50 min.,G - All Ages,7.89,9,169,0,"Drama, Historical",,
33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,Special,Original,1,Finished Airing,"{'from': '2013-09-25', 'to': '2013-09-25'}",3 min.,PG-13 - Teens 13 or older,6.24,485,1890,2,"Action, School",,
10869,Scan2Go,Scan2Go,TV,Unknown,52,Finished Airing,"{'from': '2010-08-09', 'to': '2011-03-29'}",25 min. per ep.,G - All Ages,6.23,392,1062,5,"Cars, Kids, Shounen, Space, Sports",SynergySP,Summer 2010
