anime_id,title,title_english,type,source,episodes,status,aired,duration,rating,score,scored_by,members,favorites,genre,studio,premiered
1030,Heisei Tanuki Gassen Ponpoko,Pom Poko,Movie,Original,1,Finished Airing,"{'from': '1994-06-13', 'to': '1994-06-13'}",1 hr. 51 min.,PG - Children,7.4,25875,44509,132,Kids,Studio Ghibli,
34034,Pokemon Sun & Moon,Pokémon the Series: Sun & Moon,TV,Game,0,Currently Airing,"{'from': '2016-11-17', 'to': None}",24 min.,PG - Children,6.94,8766,28281,230,"Action, Fantasy, Game, Kids, School",OLM,Fall 2016
34611,Answer (2016),Answer (2016),Music,Manga,1,Finished Airing,"{'from': '2016-12-21', 'to': '2016-12-21'}",5 min.,PG-13 - Teens 13 or older,7.42,1988,3767,12,"Music, Drama, Seinen",Shaft,
36528,Kakyuusei (TV): Hajimemashite Tina!,Kakyuusei (TV): Hajimemashite Tina!,Special,Visual novel,1,Finished Airing,"{'from': '2000-03-24', 'to': '2000-03-24'}",29 min.,R+ - Mild Nudity,5.65,43,200,0,"Sci-Fi, Romance, School",,
5347,Bible Black: Imari Ryoujoku Genba,Bible Black: Imari Ryoujoku Genba,Special,Visual novel,1,Finished Airing,"{'from': '2005-07-25', 'to': '2006-04-25'}",10 min.,Rx - Hentai,6.67,4380,8992,49,Hentai,,
36777,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,OVA,Visual novel,1,Finished Airing,"{'from': '2018-04-26', 'to': '2018-04-26'}",15 min.,PG-13 - Teens 13 or older,6.98,46,4149,7,"Action, Drama, Fantasy",White Fox,
9006,Rei Zero,Rei Zero,OVA,Visual novel,2,Finished Airing,"{'from': '2010-06-26', 'to': '2011-04-01'}",30 min. per ep.,Rx - Hentai,6.23,693,2285,10,Hentai,,
6479,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,Special,Original,1,Finished Airing,"{'from': '2009-06-24', 'to': '2009-06-24'}",9 min.,PG-13 - Teens 13 or older,6.94,10244,17478,7,"Slice of Life, Romance, Shoujo Ai",AIC,
13283,One Off,One Off,OVA,Original,4,Finished Airing,"{'from': '2012-08-05', 'to': '2012-10-07'}",15 min. per ep.,PG-13 - Teens 13 or older,6.48,4364,11129,9,Slice of Life,TYO Animations,
31810,Amakano,Amakano,OVA,Visual novel,4,Finished Airing,"{'from': '2016-02-05', 'to': '2017-01-06'}",14 min. per ep.,Rx - Hentai,6.93,1863,5408,35,Hentai,,
9967,W: Wish Omake,W: Wish Omake,Special,Unknown,4,Finished Airing,"{'from': '2005-02-25', 'to': '2005-08-26'}",2 min. per ep.,R+ - Mild Nudity,5.47,323,1001,0,"Harem, School, Seinen",,
10138,Manga Hajimete Omoshiro Juku,Manga Hajimete Omoshiro Juku,TV,Unknown,110,Finished Airing,"{'from': '1989-02-04', 'to': '1991-04-27'}",25 min. per ep.,G - All Ages,6.31,61,222,0,"Adventure, Kids",,Winter 1989
3093,Kekkai,Kekkai,OVA,Visual novel,1,Finished Airing,"{'from': '2002-02-25', 'to': '2002-02-25'}",30 min.,Rx - Hentai,5.42,365,1232,1,Hentai,,
37358,Boat Race Marugame Image Talent Mimika,Boat Race Marugame Image Talent Mimika,Special,Original,1,Finished Airing,"{'from': None, 'to': None}",14 sec.,G - All Ages,4.42,12,60,0,Sports,,
33777,Yodomi no Sakagi,Crazy Little Thing,Special,Original,1,Finished Airing,"{'from': None, 'to': None}",10 min.,R - 17+ (violence & profanity),5.8,83,214,0,Drama,,
27927,Urawa no Usagi-chan,Urawa no Usagi-chan,TV,Original,12,Finished Airing,"{'from': '2015-04-10', 'to': '2015-06-26'}",3 min. per ep.,PG - Children,5.43,3964,10753,6,"Slice of Life, Comedy, School",A-Real,Spring 2015
31513,Aoki Seimei Hoken,Aoki Seimei Hoken,Special,Unknown,1,Finished Airing,"{'from': None, 'to': None}",1 min.,G - All Ages,4.69,151,255,0,Comedy,,
10216,"Yondemasu yo, Azazel-san. (TV)","You&#039;re Being Summoned, Azazel",TV,Manga,13,Finished Airing,"{'from': '2011-04-08', 'to': '2011-07-01'}",12 min. per ep.,R - 17+ (violence & profanity),7.62,24120,52396,298,"Comedy, Supernatural, Demons",Production I.G,Spring 2011
17665,Dohyou no Oni-tachi,Dohyou no Oni-tachi,Movie,Unknown,1,Finished Airing,"{'from': '1994-05-21', 'to': '1994-05-21'}",1 hr. 35 min.,,6.0,14,124,0,"Drama, Historical, Sports",Studio Deen,
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,Magical Girl Lyrical Nanoha: The Movie 1st,Movie,Original,1,Finished Airing,"{'from': '2010-01-23', 'to': '2010-01-23'}",2 hr. 10 min.,R+ - Mild Nudity,8.0,11800,23462,186,"Action, Comedy, Drama, Magic, Super Power",Seven Arcs,
529,Saishuu Heiki Kanojo,"She, The Ultimate Weapon",TV,Manga,13,Finished Airing,"{'from': '2002-07-02', 'to': '2002-09-24'}",24 min. per ep.,R - 17+ (violence & profanity),7.27,28001,67677,518,"Military, Sci-Fi, Drama, Romance, School",Gonzo,Summer 2002
1361,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,Movie,Game,1,Finished Airing,"{'from': '2001-07-02', 'to': '2001-07-02'}",1 hr. 40 min.,PG-13 - Teens 13 or older,6.45,41747,58946,55,Sci-Fi,Square Enix,
4147,Gang-aji Ttong,Doggy Poo,Movie,Picture book,1,Finished Airing,"{'from': '2003-07-25', 'to': '2003-07-25'}",34 min.,G - All Ages,5.82,1134,2491,8,"Kids, Fantasy",,
30571,Chouon Senshi Borgman: Madnight☆Gigs!,Sonic Soldier Borgman: Madnight☆Gigs!,OVA,Unknown,1,Finished Airing,"{'from': '1989-02-08', 'to': '1989-02-08'}",28 min.,PG-13 - Teens 13 or older,5.18,34,198,1,"Action, Demons, Music, Sci-Fi, Shounen",Production Reed,
28045,Kogane no Hana,The Golden Flower,Movie,Original,1,Finished Airing,"{'from': '1929-03-12', 'to': '1929-03-12'}",16 min.,G - All Ages,5.03,140,304,0,"Action, Adventure, Fantasy, Historical",,
6630,Asari-chan: Ai no Marchen Shoujo,Super Gal Asari: The Dreaming Girl in Fairy World,Movie,Unknown,1,Finished Airing,"{'from': '1982-03-13', 'to': '1982-03-13'}",24 min.,,6.18,34,223,2,"Adventure, Shoujo, Slice of Life",Toei Animation,
10526,Duel Masters Zero,Duel Masters Zero,TV,Original,25,Finished Airing,"{'from': '2007-10-06', 'to': '2008-03-29'}",10 min. per ep.,G - All Ages,6.27,343,1088,1,"Action, Kids",,Fall 2007
1906,Harukanaru Toki no Naka de: Maihitoyo,Harukanaru Toki no Naka de: Maihitoyo,Movie,Visual novel,1,Finished Airing,"{'from': '2006-08-19', 'to': '2006-08-19'}",1 hr. 40 min.,PG-13 - Teens 13 or older,7.34,1462,4500,18,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",,
33884,Tokyu Plaza Ginza Open,Tokyu Plaza Ginza Open,Special,Original,1,Finished Airing,"{'from': '2016-03-27', 'to': '2016-03-27'}",15 sec.,G - All Ages,5.49,55,137,0,Slice of Life,,
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,Boku no Hero Academia: Sukue! Kyuujo Kunren!,OVA,Manga,1,Finished Airing,"{'from': '2017-04-04', 'to': '2017-04-04'}",25 min.,PG-13 - Teens 13 or older,7.58,21853,53483,58,"Action, Comedy, School, Shounen, Super Power",Bones,
14023,R²: Rise R to the Second Power,R²: Rise R to the Second Power,Music,Manga,1,Finished Airing,"{'from': '2005-03-19', 'to': '2005-03-19'}",2 min.,PG-13 - Teens 13 or older,5.24,145,293,0,Music,,
35581,Oide yo! Mizuryuu Kei Land,Oide yo! Mizuryuu Kei Land,OVA,Manga,2,Finished Airing,"{'from': '2017-08-25', 'to': '2017-09-29'}",16 min. per ep.,Rx - Hentai,7.33,1846,4393,46,Hentai,,
9053,Ice Movie,Ice Movie,Movie,Unknown,1,Finished Airing,"{'from': '2008-11-29', 'to': '2008-11-29'}",1 hr. 42 min.,R - 17+ (violence & profanity),5.67,287,960,3,"Action, Sci-Fi, Military",PPM,
5645,Castle Fantasia: Seima Taisen,Castle Fantasia: Seima Taisen,OVA,Visual novel,3,Finished Airing,"{'from': '2003-04-25', 'to': '2003-10-25'}",30 min. per ep.,Rx - Hentai,5.66,360,1472,1,Hentai,Studio Jam,
29796,Oshizuka ni,Oshizuka ni,Movie,Original,1,Finished Airing,"{'from': None, 'to': None}",4 min.,G - All Ages,5.25,53,130,0,Kids,,
2809,Fuusen Shoujo Temple-chan,Temple the Balloonist,TV,Unknown,26,Finished Airing,"{'from': '1977-10-01', 'to': '1978-03-25'}",25 min. per ep.,G - All Ages,6.4,72,274,0,"Adventure, Comedy, Kids",Tatsunoko Production,Fall 1977
982,Cosplay Complex,Cosplay Complex,OVA,Unknown,3,Finished Airing,"{'from': '2002-05-25', 'to': '2002-10-26'}",29 min. per ep.,R+ - Mild Nudity,5.94,4597,9578,7,"Comedy, Ecchi, Parody, School",TNK,
10504,Gosick Recap,Gosick Recap,Special,Light novel,1,Finished Airing,"{'from': '2011-03-26', 'to': '2011-03-26'}",13 min.,R - 17+ (violence & profanity),7.12,3664,10538,15,"Mystery, Historical, Shounen",Bones,
15711,Bakuman.: Deraman.,Bakuman.: Deraman.,Special,Unknown,2,Finished Airing,"{'from': '2012-09-29', 'to': '2013-01-02'}",25 min. per ep.,PG-13 - Teens 13 or older,7.3,2648,10364,12,"Comedy, School, Shounen",J.C.Staff,
5191,Trouble Evocation,Trouble Evocation,OVA,Unknown,2,Finished Airing,"{'from': '1996-03-08', 'to': '1996-05-24'}",30 min. per ep.,Rx - Hentai,5.87,333,856,3,"Drama, Hentai, Romance",,
36232,Glory Days,Glory Days,Music,Other,1,Finished Airing,"{'from': '2017-09-01', 'to': '2017-09-01'}",3 min.,G - All Ages,6.87,358,1033,2,"Action, Music, Mecha",,
36491,Doupo Cangqiong,Doupo Cangqiong,ONA,Novel,12,Finished Airing,"{'from': '2017-01-07', 'to': '2017-04-01'}",20 min. per ep.,PG-13 - Teens 13 or older,7.41,277,897,9,"Action, Adventure, Comedy, Supernatural, Romance",Shanghai Foch Film Culture Investment,
35333,Hitori no Shita: The Outcast 2nd Season,Hitori no Shita - The Outcast 2,ONA,Manga,0,Currently Airing,"{'from': '2017-10-27', 'to': None}",24 min.,R - 17+ (violence & profanity),7.31,2533,14271,40,"Action, Super Power, Supernatural",Haoliners Animation League,
32423,Pretty x Cation The Animation,Pretty x Cation The Animation,OVA,Visual novel,2,Finished Airing,"{'from': '2016-03-25', 'to': '2016-07-29'}",30 min. per ep.,Rx - Hentai,7.33,1895,5330,34,Hentai,T-Rex,
4066,Tytania,Tytania,TV,Light novel,26,Finished Airing,"{'from': '2008-10-09', 'to': '2009-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,6.88,5588,15163,32,"Adventure, Military, Psychological, Romance, Sci-Fi, Space",Artland,Fall 2008
12591,Ojamajo Doremi OVA,Ojamajo Doremi OVA,OVA,Unknown,3,Finished Airing,"{'from': None, 'to': None}",13 min. per ep.,G - All Ages,6.97,241,1079,1,"Kids, Magic",,
3461,Gensou Jotan Ellcia,Ellcia,OVA,Unknown,4,Finished Airing,"{'from': '1992-10-23', 'to': '1993-09-23'}",41 min. per ep.,PG-13 - Teens 13 or older,6.01,465,1271,0,"Adventure, Fantasy",J.C.Staff,
36184,Feng Ling Yu Xiu,Spirit Wind Elegance,ONA,Original,0,Currently Airing,"{'from': '2017-03-31', 'to': None}",20 min.,PG-13 - Teens 13 or older,7.25,32,324,0,"Adventure, Martial Arts",,
1510,Imouto de Ikou!,Forbidden Love,OVA,Visual novel,2,Finished Airing,"{'from': '2003-06-26', 'to': '2003-09-25'}",30 min. per ep.,Rx - Hentai,6.36,1265,2960,5,Hentai,,
2607,Birth,Birth,OVA,Unknown,1,Finished Airing,"{'from': '1984-07-21', 'to': '1984-07-21'}",1 hr. 19 min.,PG - Children,6.04,1061,2932,8,"Action, Sci-Fi, Adventure, Comedy",,
4131,Twin Bee Paradise,Twin Bee Paradise,OVA,Unknown,4,Finished Airing,"{'from': '1998-12-18', 'to': '1999-04-25'}",30 min. per ep.,G - All Ages,6.56,43,252,0,"Action, Adventure",,
30673,Made in Japan,Made in Japan,Movie,Unknown,1,Finished Airing,"{'from': None, 'to': None}",2 min.,G - All Ages,5.4,30,115,1,Comedy,,
29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,OVA,Visual novel,1,Finished Airing,"{'from': '2015-04-24', 'to': '2015-04-24'}",27 min.,Rx - Hentai,7.2,1342,3763,36,Hentai,T-Rex,
36502,MahoYome,MahoYome,ONA,Manga,24,Finished Airing,"{'from': '2017-10-10', 'to': '2018-03-27'}",30 sec. per ep.,G - All Ages,6.66,1173,5286,4,Parody,"W-Toon Studio, DMM.futureworks",
35914,Catchy-kun no Nice Catch!,Catchy-kun no Nice Catch!,TV,Other,13,Finished Airing,"{'from': '2017-07-07', 'to': '2017-09-29'}",Unknown,,4.25,8,130,0,Comedy,DLE,Summer 2017
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV,Light novel,13,Finished Airing,"{'from': '2015-04-04', 'to': '2015-06-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.83,344288,563323,6132,"Action, Adventure, Comedy, Romance, Fantasy",J.C.Staff,Spring 2015
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,Mobile Suit Gundam Wing: Endless Waltz,Movie,Original,1,Finished Airing,"{'from': '1998-08-01', 'to': '1998-08-01'}",1 hr. 34 min.,PG-13 - Teens 13 or older,7.92,26283,41234,178,"Action, Space, Mecha, Military, Drama, Sci-Fi",Sunrise,
2475,6 Angels,6 Angels,ONA,Unknown,6,Finished Airing,"{'from': '2001-11-20', 'to': '2002-07-06'}",15 min. per ep.,R+ - Mild Nudity,4.44,779,2277,1,"Action, Sci-Fi",,
4365,"Hitou Meguri The Animation: Wakaokami, Rachiru","Hitou Meguri The Animation: Wakaokami, Rachiru",OVA,Visual novel,1,Finished Airing,"{'from': '2006-03-24', 'to': '2006-03-24'}",27 min.,Rx - Hentai,6.27,1214,3412,11,Hentai,,
33239,Saenggakboda Markeun,Clearer Than You Think,Movie,Original,1,Finished Airing,"{'from': '2015-01-22', 'to': '2015-01-22'}",1 hr. 17 min.,PG-13 - Teens 13 or older,6.39,18,710,0,"Slice of Life, Drama",,
6213,Toaru Kagaku no Railgun,A Certain Scientific Railgun,TV,Manga,24,Finished Airing,"{'from': '2009-10-03', 'to': '2010-03-20'}",24 min. per ep.,PG-13 - Teens 13 or older,7.83,142516,293328,3580,"Action, Sci-Fi, Super Power",J.C.Staff,Fall 2009
7419,Wrestler Gundan Seisenshi Robin Jr.,Wrestler Gundan Seisenshi Robin Jr.,TV,Unknown,50,Finished Airing,"{'from': '1989-10-19', 'to': '1990-09-27'}",25 min. per ep.,G - All Ages,6.25,24,193,2,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sci-Fi, Super Power",,Fall 1989
5020,Zettai Shougeki: Platonic Heart,Master of Martial Hearts,OVA,Original,5,Finished Airing,"{'from': '2008-10-29', 'to': '2009-02-25'}",30 min. per ep.,R+ - Mild Nudity,4.75,5610,12453,23,"Action, Ecchi, Martial Arts",Arms,
2824,Barbapapa Sekai wo Mawaru,Barbapapa Around the World,TV,Picture book,50,Finished Airing,"{'from': '1999-07-05', 'to': '1999-10-08'}",5 min. per ep.,G - All Ages,6.01,237,643,1,"Adventure, Comedy",Studio Pierrot,Summer 1999
16650,Pro Golfer Saru (TV),Pro Golfer Saru (TV),TV,Unknown,143,Finished Airing,"{'from': '1985-04-02', 'to': '1988-03-28'}",20 min. per ep.,PG - Children,6.52,23,163,0,"Sports, Kids",Shin-Ei Animation,Spring 1985
4200,Dirty Pair OVA,Dirty Pair OVA,OVA,Light novel,10,Finished Airing,"{'from': '1987-12-21', 'to': '1988-04-21'}",25 min. per ep.,PG-13 - Teens 13 or older,7.2,1371,3562,8,"Adventure, Comedy, Police, Sci-Fi","Sunrise, Kino Production",
9940,Mai no Mahou to Katei no Hi,Mai no Mahou to Katei no Hi,Special,Original,1,Finished Airing,"{'from': '2011-02-20', 'to': '2011-02-20'}",29 min.,PG - Children,5.98,506,1264,2,"Drama, Magic",P.A. Works,
35279,Youkoso! Ecolo Shima,Youkoso! Ecolo Shima,OVA,Original,1,Finished Airing,"{'from': None, 'to': None}",17 min.,G - All Ages,6.8,5,45,0,Kids,,
19159,Genshiken Nidaime OVA,Genshiken Nidaime OVA,OVA,Manga,1,Finished Airing,"{'from': '2013-12-20', 'to': '2013-12-20'}",23 min.,R - 17+ (violence & profanity),7.27,5321,11248,3,"Comedy, Parody, Slice of Life",Production I.G,
12037,What&#039;s Michael? 2,What&#039;s Michael? 2,OVA,Manga,1,Finished Airing,"{'from': '1988-07-25', 'to': '1988-07-25'}",44 min.,G - All Ages,6.23,70,217,0,Comedy,"J.C.Staff, Kitty Films",
14211,Instant History,Instant History,TV,Original,312,Finished Airing,"{'from': '1961-05-01', 'to': '1962-02-25'}",3 min. per ep.,G - All Ages,6.55,44,265,0,Historical,,Spring 1961
23539,Gudetama,Gudetama,TV,Original,0,Currently Airing,"{'from': '2014-03-31', 'to': None}",1 min.,G - All Ages,7.34,938,4990,39,"Comedy, Kids",Gathering,Spring 2014
33474,Haha wo Tazunete Sanzenri (Movie),Haha wo Tazunete Sanzenri (Movie),Movie,Book,1,Finished Airing,"{'from': '1980-07-19', 'to': '1980-07-19'}",1 hr. 47 min.,G - All Ages,6.66,58,208,0,"Adventure, Drama, Historical, Slice of Life",Nippon Animation,
334,Marmalade Boy,Marmalade Boy,TV,Manga,76,Finished Airing,"{'from': '1994-03-13', 'to': '1995-09-03'}",24 min. per ep.,PG-13 - Teens 13 or older,7.62,12292,30243,450,"Comedy, Drama, Romance, Shoujo",Toei Animation,Spring 1994
18941,Shimajirou no Wow!,Shimajirou no Wow!,TV,Other,0,Currently Airing,"{'from': '2012-04-02', 'to': None}",25 min.,G - All Ages,5.86,14,160,0,"Adventure, Comedy, Fantasy, Kids, Magic",The Answer Studio,Spring 2012
36680,Sayonara Nyuunanzai,Sayonara Nyuunanzai,Music,Original,1,Finished Airing,"{'from': '2017-10-25', 'to': '2017-10-25'}",3 min.,G - All Ages,3.8,20,47,0,Music,,
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Fushigi Yuugi Special: Watase Yuu Selection,Special,Manga,2,Finished Airing,"{'from': '1996-07-25', 'to': '1996-07-25'}",2 min. per ep.,PG - Children,7.24,448,1393,8,Comedy,Studio Pierrot,
37089,Cherry & Gal&#039;s↑↑,Cherry & Gal&#039;s↑↑,OVA,Manga,2,Finished Airing,"{'from': '2018-02-09', 'to': '2018-03-09'}",16 min. per ep.,Rx - Hentai,6.47,926,2087,6,Hentai,,
31980,Okusama ga Seitokaichou! OVA,My Wife is the Student Council President OVA,OVA,Manga,1,Finished Airing,"{'from': '2016-01-27', 'to': '2016-01-27'}",10 min.,R+ - Mild Nudity,6.89,13270,23727,18,"Comedy, Romance, Ecchi, Shounen",Seven,
116,El Hazard: The Wanderers,El-Hazard: The Wanderers,TV,Original,26,Finished Airing,"{'from': '1995-10-06', 'to': '1996-03-29'}",23 min. per ep.,PG-13 - Teens 13 or older,7.06,4908,11210,29,"Adventure, Comedy, Romance, Fantasy",AIC,Fall 1995
36525,Dorei-ku The Animation,Dorei-ku The Animation,TV,Manga,0,Currently Airing,"{'from': '2018-04-13', 'to': None}",24 min.,R - 17+ (violence & profanity),6.34,3075,26995,23,"Psychological, Drama","TNK, Zero-G",Spring 2018
36823,Huyao Xiao Hongniang: Beishan Yaodi,Fox Spirit Matchmaker 4th Season,ONA,Manga,8,Finished Airing,"{'from': '2016-11-18', 'to': '2017-01-06'}",14 min. per ep.,PG-13 - Teens 13 or older,7.63,1163,2826,4,"Comedy, Historical, Supernatural, Romance",Haoliners Animation League,
5914,Kanamemo,Kanamemo,TV,4-koma manga,13,Finished Airing,"{'from': '2009-07-06', 'to': '2009-09-28'}",24 min. per ep.,PG-13 - Teens 13 or older,6.97,11120,27910,70,"Ecchi, Comedy, Slice of Life, Shoujo Ai",feel.,Summer 2009
2223,Maple Town Monogatari,Maple Town,TV,Unknown,52,Finished Airing,"{'from': '1986-01-19', 'to': '1987-01-11'}",24 min. per ep.,G - All Ages,6.92,420,1252,7,"Slice of Life, Fantasy",Toei Animation,Winter 1986
30905,Owanko,Owanko,ONA,Unknown,7,Finished Airing,"{'from': '2012-11-22', 'to': '2014-04-18'}",1 min. per ep.,G - All Ages,5.04,25,108,0,Comedy,Production Reed,
31634,Kokuhaku,Kokuhaku,ONA,Original,1,Finished Airing,"{'from': '2015-08-27', 'to': '2015-08-27'}",40 sec.,R - 17+ (violence & profanity),2.38,1219,1698,2,Horror,,
3256,Soukou Kihei Votoms: Pailsen Files,Soukou Kihei Votoms: Pailsen Files,OVA,Original,12,Finished Airing,"{'from': '2007-10-26', 'to': '2008-08-25'}",25 min. per ep.,R - 17+ (violence & profanity),7.4,1412,3374,8,"Mecha, Military, Sci-Fi, Space",,
6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,Mahou Sensei Negima! Mou Hitotsu no Sekai,OVA,Manga,4,Finished Airing,"{'from': '2009-09-17', 'to': '2010-08-17'}",29 min. per ep.,PG-13 - Teens 13 or older,7.78,6196,16911,42,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural",Shaft,
895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,Dragon Ball Z Movie 02: The World&#039;s Strongest,Movie,Manga,1,Finished Airing,"{'from': '1990-03-10', 'to': '1990-03-10'}",1 hr.,PG-13 - Teens 13 or older,6.83,41213,65967,30,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen",Toei Animation,
1402,Princess Memory,Princess Memory,OVA,Visual novel,2,Finished Airing,"{'from': '2001-06-25', 'to': '2001-09-25'}",30 min. per ep.,Rx - Hentai,5.72,284,1017,1,"Fantasy, Hentai, Romance",,
1591,Kujibiki♥Unbalance,Kujibiki♥Unbalance,TV,Other,12,Finished Airing,"{'from': '2006-07-10', 'to': '2006-12-23'}",23 min. per ep.,PG-13 - Teens 13 or older,6.35,3611,10183,11,"Comedy, Romance, School",Ajia-Do,Summer 2006
30427,Mr. Empty,Mr. Empty,Music,Music,1,Finished Airing,"{'from': '2004-12-22', 'to': '2004-12-22'}",4 min.,PG-13 - Teens 13 or older,4.8,73,132,0,Music,,
604,Mahou no Stage Fancy Lala,Magical Stage Fancy Lala,TV,Original,26,Finished Airing,"{'from': '1998-04-05', 'to': '1998-09-27'}",24 min. per ep.,G - All Ages,7.17,2550,7357,35,"Music, Comedy, Drama, Magic, Romance, Shoujo",Studio Pierrot,Spring 1998
2927,Kimikiss Pure Rouge,Kimikiss: Pure Rouge,TV,Visual novel,24,Finished Airing,"{'from': '2007-10-07', 'to': '2008-03-23'}",24 min. per ep.,PG-13 - Teens 13 or older,7.43,31785,67070,297,"Drama, Romance, School",J.C.Staff,Fall 2007
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,Rozen Maiden: Meitantei Kunkun - Duell Walzer,Special,Manga,1,Finished Airing,"{'from': '2006-04-27', 'to': '2006-04-27'}",7 min.,PG-13 - Teens 13 or older,6.56,7235,15033,17,"Comedy, Mystery",Nomad,
3430,Blame! Prologue,Blame! Prologue,OVA,Manga,2,Finished Airing,"{'from': '2007-09-07', 'to': '2007-09-07'}",4 min. per ep.,PG-13 - Teens 13 or older,5.65,2919,6727,5,"Action, Mecha, Sci-Fi",Production I.G,
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,Kekkai Sensen: Ousama no Restaurant no Ousama,OVA,Manga,1,Finished Airing,"{'from': '2016-06-03', 'to': '2016-06-03'}",24 min.,R - 17+ (violence & profanity),7.45,9088,20290,14,"Action, Comedy, Super Power, Supernatural, Fantasy, Shounen",Bones,
31414,Nijiiro Days,Rainbow Days,TV,Manga,24,Finished Airing,"{'from': '2016-01-10', 'to': '2016-06-26'}",13 min. per ep.,PG-13 - Teens 13 or older,7.5,40787,97026,427,"Comedy, Romance, School, Shoujo, Slice of Life",Production Reed,Winter 2016
9254,Mianhada Saranghanda,Mianhada Saranghanda,Movie,Unknown,1,Finished Airing,"{'from': '2008-06-02', 'to': '2008-06-02'}",35 min.,G - All Ages,6.22,236,1218,2,Drama,,
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,Hunter x Hunter: Yorkshin City Kanketsu-hen,OVA,Manga,8,Finished Airing,"{'from': '2002-01-17', 'to': '2002-04-17'}",24 min. per ep.,PG-13 - Teens 13 or older,8.39,39820,67870,275,"Action, Adventure, Super Power, Shounen",Nippon Animation,
6993,Koneko no Rakugaki,Koneko no Rakugaki,Movie,Original,1,Finished Airing,"{'from': '1957-05-13', 'to': '1957-05-13'}",13 min.,G - All Ages,5.88,471,884,0,Comedy,Toei Animation,
1047,On Your Mark,On Your Mark,Music,Music,1,Finished Airing,"{'from': '1995-07-15', 'to': '1995-07-15'}",6 min.,G - All Ages,7.56,10159,17582,49,"Drama, Music, Sci-Fi",Studio Ghibli,
597,Neko no Ongaeshi,The Cat Returns,Movie,Other,1,Finished Airing,"{'from': '2002-07-20', 'to': '2002-07-20'}",1 hr. 15 min.,G - All Ages,7.94,75080,119491,640,"Adventure, Drama, Fantasy",Studio Ghibli,
8446,SAI: Part 1 / Revolving... to the Core,SAI: Part 1 / Revolving... to the Core,Music,Unknown,1,Finished Airing,"{'from': '2004-10-14', 'to': '2004-10-14'}",15 min.,PG - Children,6.13,170,360,1,"Fantasy, Music",,
5844,Pokemon: Pikachu no Obake Carnival,Pokemon: Pikachu&#039;s Ghost Festival!,Special,Unknown,1,Finished Airing,"{'from': '2005-08-01', 'to': '2005-08-01'}",21 min.,PG - Children,6.47,1560,4160,3,"Adventure, Comedy, Fantasy, Kids",OLM,
18099,Recorder to Randoseru Mi☆,Recorder and Randsell Mi,TV,Unknown,12,Finished Airing,"{'from': '2013-07-08', 'to': '2013-09-23'}",3 min. per ep.,PG-13 - Teens 13 or older,6.77,8320,14923,3,"Comedy, School, Seinen, Slice of Life",Seven,Summer 2013
12187,Carnival Phantasm EX Season,Carnival Phantasm EX Season,OVA,Unknown,1,Finished Airing,"{'from': '2011-11-26', 'to': '2011-11-26'}",20 min.,PG-13 - Teens 13 or older,7.54,17153,28932,8,"Comedy, Supernatural",Lerche,
15811,Girls & Panzer Specials,Girls & Panzer OVAs,Special,Original,6,Finished Airing,"{'from': '2012-12-21', 'to': '2013-06-21'}",12 min. per ep.,PG-13 - Teens 13 or older,7.21,10724,20609,22,"Military, School",Actas,
9796,Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Movie,Unknown,1,Finished Airing,"{'from': '2010-11-13', 'to': '2010-11-13'}",40 min.,G - All Ages,6.34,59,275,3,"Comedy, Super Power",Shin-Ei Animation,
34685,Kekkon Soudan Sho,Kekkon Soudan Sho,Music,Original,1,Finished Airing,"{'from': '1995-07-21', 'to': '1995-07-21'}",2 min.,G - All Ages,4.24,25,58,0,Music,,
